,Unnamed: 0,Slide ID,Options,Correct ID,pos_array,pos_delta
7635,7635,HIND6208756, ,1,[],[]
7636,7636,HIND6210195,Can she count on your cooperation in that crucial matter?,1,"[""('Can', 'MD')"", ""('she', 'PRP')"", ""('count', 'VB')"", ""('on', 'IN')"", ""('your', 'PRP$')"", ""('cooperation', 'NN')"", ""('in', 'IN')"", ""('that', 'DT')"", ""('crucial', 'JJ')"", ""('matter', 'NN')"", ""('?', '.')""]",[]
7637,7637,HIND6210195,Can she count out your cooperation in that crucial matter?,1,"[""('Can', 'MD')"", ""('she', 'PRP')"", ""('count', 'VB')"", ""('out', 'RP')"", ""('your', 'PRP$')"", ""('cooperation', 'NN')"", ""('in', 'IN')"", ""('that', 'DT')"", ""('crucial', 'JJ')"", ""('matter', 'NN')"", ""('?', '.')""]","[""('out', 'RP')""]"
7638,7638,HIND6210195,Can she count off your cooperation in that crucial matter?,1,"[""('Can', 'MD')"", ""('she', 'PRP')"", ""('count', 'VB')"", ""('off', 'RP')"", ""('your', 'PRP$')"", ""('cooperation', 'NN')"", ""('in', 'IN')"", ""('that', 'DT')"", ""('crucial', 'JJ')"", ""('matter', 'NN')"", ""('?', '.')""]","[""('off', 'RP')""]"
7639,7639,HIND6210195, ,1,[],[]
7640,7640,HIND6211602,She is always ready to jump at such an opportunity.,1,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('always', 'RB')"", ""('ready', 'JJ')"", ""('to', 'TO')"", ""('jump', 'VB')"", ""('at', 'IN')"", ""('such', 'JJ')"", ""('an', 'DT')"", ""('opportunity', 'NN')"", ""('.', '.')""]",[]
7641,7641,HIND6211602,She is always ready to jump across such an opportunity.,1,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('always', 'RB')"", ""('ready', 'JJ')"", ""('to', 'TO')"", ""('jump', 'VB')"", ""('across', 'IN')"", ""('such', 'JJ')"", ""('an', 'DT')"", ""('opportunity', 'NN')"", ""('.', '.')""]","[""('across', 'IN')""]"
7642,7642,HIND6211602,She is always ready to jump in such an opportunity.,1,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('always', 'RB')"", ""('ready', 'JJ')"", ""('to', 'TO')"", ""('jump', 'VB')"", ""('in', 'IN')"", ""('such', 'JJ')"", ""('an', 'DT')"", ""('opportunity', 'NN')"", ""('.', '.')""]","[""('in', 'IN')""]"
7643,7643,HIND6211602, ,1,[],[]
7644,7644,HIND6213021,Nita comes across as rather self-centered.,1,"[""('Nita', 'NNP')"", ""('comes', 'VBZ')"", ""('across', 'RP')"", ""('as', 'IN')"", ""('rather', 'RB')"", ""('self-centered', 'JJ')"", ""('.', '.')""]",[]
7645,7645,HIND6213021,Nita come as rather self-centered.,1,"[""('Nita', 'NNP')"", ""('come', 'VBP')"", ""('as', 'IN')"", ""('rather', 'RB')"", ""('self-centered', 'JJ')"", ""('.', '.')""]","[""('come', 'VBP')""]"
7646,7646,HIND6213021,Nita comes across  rather self-centered.,1,"[""('Nita', 'NNP')"", ""('comes', 'VBZ')"", ""('across', 'IN')"", ""('rather', 'RB')"", ""('self-centered', 'JJ')"", ""('.', '.')""]","[""('across', 'IN')""]"
7647,7647,HIND6213021, ,1,[],[]
7648,7648,HIND6214449,She takes after her mother. They are very similar.,1,"[""('She', 'PRP')"", ""('takes', 'VBZ')"", ""('after', 'IN')"", ""('her', 'PRP$')"", ""('mother', 'NN')"", ""('.', '.')"", ""('They', 'PRP')"", ""('are', 'VBP')"", ""('very', 'RB')"", ""('similar', 'JJ')"", ""('.', '.')""]",[]
7649,7649,HIND6214449,She takes down her mother. They are very similar.,1,"[""('She', 'PRP')"", ""('takes', 'VBZ')"", ""('down', 'RP')"", ""('her', 'PRP$')"", ""('mother', 'NN')"", ""('.', '.')"", ""('They', 'PRP')"", ""('are', 'VBP')"", ""('very', 'RB')"", ""('similar', 'JJ')"", ""('.', '.')""]","[""('down', 'RP')""]"
7650,7650,HIND6214449,She takes on her mother. They are very similar.,1,"[""('She', 'PRP')"", ""('takes', 'VBZ')"", ""('on', 'IN')"", ""('her', 'PRP$')"", ""('mother', 'NN')"", ""('.', '.')"", ""('They', 'PRP')"", ""('are', 'VBP')"", ""('very', 'RB')"", ""('similar', 'JJ')"", ""('.', '.')""]","[""('on', 'IN')""]"
7651,7651,HIND6214449, ,1,[],[]
7652,7652,HIND6216006,There are a plenty of people who will fall for her beautiful looks.,1,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('a', 'DT')"", ""('plenty', 'NN')"", ""('of', 'IN')"", ""('people', 'NNS')"", ""('who', 'WP')"", ""('will', 'MD')"", ""('fall', 'VB')"", ""('for', 'IN')"", ""('her', 'PRP$')"", ""('beautiful', 'JJ')"", ""('looks', 'NNS')"", ""('.', '.')""]",[]
7653,7653,HIND6216006,There are a plenty of people who will fall in her beautiful looks.,1,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('a', 'DT')"", ""('plenty', 'NN')"", ""('of', 'IN')"", ""('people', 'NNS')"", ""('who', 'WP')"", ""('will', 'MD')"", ""('fall', 'VB')"", ""('in', 'IN')"", ""('her', 'PRP$')"", ""('beautiful', 'JJ')"", ""('looks', 'NNS')"", ""('.', '.')""]","[""('in', 'IN')""]"
7654,7654,HIND6216006,There are a plenty of people who will fall upon her beautiful looks.,1,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('a', 'DT')"", ""('plenty', 'NN')"", ""('of', 'IN')"", ""('people', 'NNS')"", ""('who', 'WP')"", ""('will', 'MD')"", ""('fall', 'VB')"", ""('upon', 'IN')"", ""('her', 'PRP$')"", ""('beautiful', 'JJ')"", ""('looks', 'NNS')"", ""('.', '.')""]","[""('upon', 'IN')""]"
7655,7655,HIND6216006, ,1,[],[]
7656,7656,HIND6219007,We saw through his superficial charm.,1,"[""('We', 'PRP')"", ""('saw', 'VBD')"", ""('through', 'IN')"", ""('his', 'PRP$')"", ""('superficial', 'JJ')"", ""('charm', 'NN')"", ""('.', '.')""]",[]
7657,7657,HIND6219007,We saw out his superficial charm.,1,"[""('We', 'PRP')"", ""('saw', 'VBD')"", ""('out', 'RP')"", ""('his', 'PRP$')"", ""('superficial', 'JJ')"", ""('charm', 'NN')"", ""('.', '.')""]","[""('out', 'RP')""]"
7658,7658,HIND6219007,We saw about his superficial charm.,1,"[""('We', 'PRP')"", ""('saw', 'VBD')"", ""('about', 'IN')"", ""('his', 'PRP$')"", ""('superficial', 'JJ')"", ""('charm', 'NN')"", ""('.', '.')""]","[""('about', 'IN')""]"
7659,7659,HIND6219007, ,1,[],[]
7660,7660,HIND6220438,Her problem is that she cannot do without luxuries.,1,"[""('Her', 'PRP$')"", ""('problem', 'NN')"", ""('is', 'VBZ')"", ""('that', 'IN')"", ""('she', 'PRP')"", ""('can', 'MD')"", ""('not', 'RB')"", ""('do', 'VB')"", ""('without', 'IN')"", ""('luxuries', 'NNS')"", ""('.', '.')""]",[]
7661,7661,HIND6220438,Her problem is that she cannot do by without luxuries.,1,"[""('Her', 'PRP$')"", ""('problem', 'NN')"", ""('is', 'VBZ')"", ""('that', 'IN')"", ""('she', 'PRP')"", ""('can', 'MD')"", ""('not', 'RB')"", ""('do', 'VB')"", ""('by', 'IN')"", ""('without', 'IN')"", ""('luxuries', 'NNS')"", ""('.', '.')""]","[""('by', 'IN')""]"
7662,7662,HIND6220438,Her problem is that she cannot do for  luxuries.,1,"[""('Her', 'PRP$')"", ""('problem', 'NN')"", ""('is', 'VBZ')"", ""('that', 'IN')"", ""('she', 'PRP')"", ""('can', 'MD')"", ""('not', 'RB')"", ""('do', 'VB')"", ""('for', 'IN')"", ""('luxuries', 'NNS')"", ""('.', '.')""]","[""('for', 'IN')""]"
7663,7663,HIND6220438, ,1,[],[]
7664,7664,HIND2051623,Insult is A common noun.,3,"[""('Insult', 'NNP')"", ""('is', 'VBZ')"", ""('A', 'NNP')"", ""('common', 'JJ')"", ""('noun', 'NN')"", ""('.', '.')""]","[""('Insult', 'NNP')"", ""('common', 'JJ')"", ""('A', 'NNP')""]"
7665,7665,HIND2051623,Insult is A proper noun.,3,"[""('Insult', 'NNP')"", ""('is', 'VBZ')"", ""('A', 'DT')"", ""('proper', 'JJ')"", ""('noun', 'NN')"", ""('.', '.')""]","[""('Insult', 'NNP')"", ""('A', 'DT')"", ""('proper', 'JJ')""]"
7666,7666,HIND2051623,Insult is Not a noun.,3,"[""('Insult', 'NN')"", ""('is', 'VBZ')"", ""('Not', 'RB')"", ""('a', 'DT')"", ""('noun', 'NN')"", ""('.', '.')""]",[]
7667,7667,HIND2051623, ,3,[],[]
7668,7668,HIND2051648,"Be careful, there's some glass on the floor! Someone has broken the window.",1,"[""('Be', 'NNP')"", ""('careful', 'JJ')"", ""(',', ',')"", ""('there', 'EX')"", '(""\'s"", \'VBZ\')', ""('some', 'DT')"", ""('glass', 'NN')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('floor', 'NN')"", ""('!', '.')"", ""('Someone', 'NN')"", ""('has', 'VBZ')"", ""('broken', 'VBN')"", ""('the', 'DT')"", ""('window', 'NN')"", ""('.', '.')""]",[]
7669,7669,HIND2051648,"Be careful, there's a glass on the floor! Someone has broken the window.",1,"[""('Be', 'NNP')"", ""('careful', 'JJ')"", ""(',', ',')"", ""('there', 'EX')"", '(""\'s"", \'VBZ\')', ""('a', 'DT')"", ""('glass', 'NN')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('floor', 'NN')"", ""('!', '.')"", ""('Someone', 'NN')"", ""('has', 'VBZ')"", ""('broken', 'VBN')"", ""('the', 'DT')"", ""('window', 'NN')"", ""('.', '.')""]","[""('a', 'DT')""]"
7670,7670,HIND2051648,"Be careful, there's glasses on the floor! Someone has broken the window.",1,"[""('Be', 'NNP')"", ""('careful', 'JJ')"", ""(',', ',')"", ""('there', 'EX')"", '(""\'s"", \'VBZ\')', ""('glasses', 'NNS')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('floor', 'NN')"", ""('!', '.')"", ""('Someone', 'NN')"", ""('has', 'VBZ')"", ""('broken', 'VBN')"", ""('the', 'DT')"", ""('window', 'NN')"", ""('.', '.')""]","[""('glasses', 'NNS')""]"
7671,7671,HIND2051648, ,1,[],[]
7672,7672,HIND2051653,I really need some advice before I buy a new car.,1,"[""('I', 'PRP')"", ""('really', 'RB')"", ""('need', 'VB')"", ""('some', 'DT')"", ""('advice', 'NN')"", ""('before', 'IN')"", ""('I', 'PRP')"", ""('buy', 'VBP')"", ""('a', 'DT')"", ""('new', 'JJ')"", ""('car', 'NN')"", ""('.', '.')""]",[]
7673,7673,HIND2051653,I really need an advice before I buy a new car.,1,"[""('I', 'PRP')"", ""('really', 'RB')"", ""('need', 'VBP')"", ""('an', 'DT')"", ""('advice', 'NN')"", ""('before', 'IN')"", ""('I', 'PRP')"", ""('buy', 'VBP')"", ""('a', 'DT')"", ""('new', 'JJ')"", ""('car', 'NN')"", ""('.', '.')""]","[""('need', 'VBP')"", ""('an', 'DT')""]"
7674,7674,HIND2051653,I really need advices before I buy a new car.,1,"[""('I', 'PRP')"", ""('really', 'RB')"", ""('need', 'VB')"", ""('advices', 'NNS')"", ""('before', 'IN')"", ""('I', 'PRP')"", ""('buy', 'VBP')"", ""('a', 'DT')"", ""('new', 'JJ')"", ""('car', 'NN')"", ""('.', '.')""]","[""('advices', 'NNS')""]"
7675,7675,HIND2051653, ,1,[],[]
7676,7676,HIND2051658,Was there much traffic on the roads this morning?,1,"[""('Was', 'NNP')"", ""('there', 'RB')"", ""('much', 'RB')"", ""('traffic', 'NN')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('roads', 'NNS')"", ""('this', 'DT')"", ""('morning', 'NN')"", ""('?', '.')""]",[]
7677,7677,HIND2051658,Were there many traffic on the roads this morning?,1,"[""('Were', 'WRB')"", ""('there', 'RB')"", ""('many', 'JJ')"", ""('traffic', 'NN')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('roads', 'NNS')"", ""('this', 'DT')"", ""('morning', 'NN')"", ""('?', '.')""]","[""('many', 'JJ')"", ""('Were', 'WRB')""]"
7678,7678,HIND2051658,Were there many traffics on the roads this morning?,1,"[""('Were', 'WRB')"", ""('there', 'RB')"", ""('many', 'JJ')"", ""('traffics', 'NNS')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('roads', 'NNS')"", ""('this', 'DT')"", ""('morning', 'NN')"", ""('?', '.')""]","[""('traffics', 'NNS')"", ""('many', 'JJ')"", ""('Were', 'WRB')""]"
7679,7679,HIND2051658, ,1,[],[]
7680,7680,HIND2051663,Equipment is countable.,2,"[""('Equipment', 'NN')"", ""('is', 'VBZ')"", ""('countable', 'JJ')"", ""('.', '.')""]","[""('countable', 'JJ')""]"
7681,7681,HIND2051663,Equipment is uncountable.,2,"[""('Equipment', 'NN')"", ""('is', 'VBZ')"", ""('uncountable', 'JJ')"", ""('.', '.')""]",[]
7682,7682,HIND2051663,Equipment is both.,2,"[""('Equipment', 'NN')"", ""('is', 'VBZ')"", ""('both', 'DT')"", ""('.', '.')""]","[""('both', 'DT')""]"
7683,7683,HIND2051663, ,2,[],[]
7684,7684,HIND2051668,She had long hair when she was younger.,1,"[""('She', 'PRP')"", ""('had', 'VBD')"", ""('long', 'RB')"", ""('hair', 'NN')"", ""('when', 'WRB')"", ""('she', 'PRP')"", ""('was', 'VBD')"", ""('younger', 'JJR')"", ""('.', '.')""]",[]
7685,7685,HIND2051668,She had long hairs when she was younger.,1,"[""('She', 'PRP')"", ""('had', 'VBD')"", ""('long', 'JJ')"", ""('hairs', 'NN')"", ""('when', 'WRB')"", ""('she', 'PRP')"", ""('was', 'VBD')"", ""('younger', 'JJR')"", ""('.', '.')""]","[""('hairs', 'NN')"", ""('long', 'JJ')""]"
7686,7686,HIND2051668, ,1,[],[]
7687,7687,HIND2051668, ,1,[],[]
7688,7688,HIND2051683,There is so much garbage on the streets.,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('so', 'RB')"", ""('much', 'JJ')"", ""('garbage', 'NN')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('streets', 'NNS')"", ""('.', '.')""]",[]
7689,7689,HIND2051683,There is so many garbages on the streets.,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('so', 'RB')"", ""('many', 'JJ')"", ""('garbages', 'NNS')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('streets', 'NNS')"", ""('.', '.')""]","[""('many', 'JJ')"", ""('garbages', 'NNS')""]"
7690,7690,HIND2051683,There is so many garbage on the streets.,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('so', 'RB')"", ""('many', 'JJ')"", ""('garbage', 'NN')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('streets', 'NNS')"", ""('.', '.')""]","[""('many', 'JJ')""]"
7691,7691,HIND2051683,There is a garbage on the streets.,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('garbage', 'NN')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('streets', 'NNS')"", ""('.', '.')""]","[""('a', 'DT')""]"
7692,7692,HIND2051692,Finding accommodation is difficult if you’re a student and you’ve got no money.,1,"[""('Finding', 'VBG')"", ""('accommodation', 'NN')"", ""('is', 'VBZ')"", ""('difficult', 'JJ')"", ""('if', 'IN')"", ""('you', 'PRP')"", ""('’', 'VBP')"", ""('re', 'VB')"", ""('a', 'DT')"", ""('student', 'NN')"", ""('and', 'CC')"", ""('you', 'PRP')"", ""('’', 'VBP')"", ""('ve', 'JJ')"", ""('got', 'VBD')"", ""('no', 'DT')"", ""('money', 'NN')"", ""('.', '.')""]",[]
7693,7693,HIND2051692,Finding an accommodation is difficult if you’re a student and you’ve got no money.,1,"[""('Finding', 'VBG')"", ""('an', 'DT')"", ""('accommodation', 'NN')"", ""('is', 'VBZ')"", ""('difficult', 'JJ')"", ""('if', 'IN')"", ""('you', 'PRP')"", ""('’', 'VBP')"", ""('re', 'VB')"", ""('a', 'DT')"", ""('student', 'NN')"", ""('and', 'CC')"", ""('you', 'PRP')"", ""('’', 'VBP')"", ""('ve', 'JJ')"", ""('got', 'VBD')"", ""('no', 'DT')"", ""('money', 'NN')"", ""('.', '.')""]","[""('an', 'DT')""]"
7694,7694,HIND2051692,Finding accommodations is difficult if you’re a student and you’ve got no money.,1,"[""('Finding', 'VBG')"", ""('accommodations', 'NNS')"", ""('is', 'VBZ')"", ""('difficult', 'JJ')"", ""('if', 'IN')"", ""('you', 'PRP')"", ""('’', 'VBP')"", ""('re', 'VB')"", ""('a', 'DT')"", ""('student', 'NN')"", ""('and', 'CC')"", ""('you', 'PRP')"", ""('’', 'VBP')"", ""('ve', 'JJ')"", ""('got', 'VBD')"", ""('no', 'DT')"", ""('money', 'NN')"", ""('.', '.')""]","[""('accommodations', 'NNS')""]"
7695,7695,HIND2051692, ,1,[],[]
7696,7696,HIND2051697,I want few sugar.,2,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('few', 'JJ')"", ""('sugar', 'NN')"", ""('.', '.')""]","[""('few', 'JJ')""]"
7697,7697,HIND2051697,I want some sugar.,2,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('some', 'DT')"", ""('sugar', 'NN')"", ""('.', '.')""]",[]
7698,7698,HIND2051697,I want many sugar.,2,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('many', 'JJ')"", ""('sugar', 'NN')"", ""('.', '.')""]","[""('many', 'JJ')""]"
7699,7699,HIND2051697, ,2,[],[]
7700,7700,HIND2051709,There isn't many tea in the cup.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('many', 'JJ')"", ""('tea', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('cup', 'NN')"", ""('.', '.')""]","[""('many', 'JJ')""]"
7701,7701,HIND2051709,There isn't much tea in the cup.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('much', 'JJ')"", ""('tea', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('cup', 'NN')"", ""('.', '.')""]",[]
7702,7702,HIND2051709, ,2,[],[]
7703,7703,HIND2051709, ,2,[],[]
7704,7704,HIND2051723,There aren't much water in the glass.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", '(""n\'t"", \'RB\')', ""('much', 'JJ')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]","[""('are', 'VBP')""]"
7705,7705,HIND2051723,There isn't much water in the glass.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('much', 'JJ')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]",[]
7706,7706,HIND2051723,There isn't many water in the glass.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('many', 'JJ')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]","[""('many', 'JJ')""]"
7707,7707,HIND2051723, ,2,[],[]
7708,7708,HIND2051777,"I'm Samantha and this is Matt, my husband. He live in New York.",2,"[""('I', 'PRP')"", '(""\'m"", \'VBP\')', ""('Samantha', 'JJ')"", ""('and', 'CC')"", ""('this', 'DT')"", ""('is', 'VBZ')"", ""('Matt', 'NNP')"", ""(',', ',')"", ""('my', 'PRP$')"", ""('husband', 'NN')"", ""('.', '.')"", ""('He', 'PRP')"", ""('live', 'VBP')"", ""('in', 'IN')"", ""('New', 'NNP')"", ""('York', 'NNP')"", ""('.', '.')""]","[""('He', 'PRP')""]"
7709,7709,HIND2051777,"I'm Samantha and this is Matt, my husband. We live in New York.",2,"[""('I', 'PRP')"", '(""\'m"", \'VBP\')', ""('Samantha', 'JJ')"", ""('and', 'CC')"", ""('this', 'DT')"", ""('is', 'VBZ')"", ""('Matt', 'NNP')"", ""(',', ',')"", ""('my', 'PRP$')"", ""('husband', 'NN')"", ""('.', '.')"", ""('We', 'PRP')"", ""('live', 'VBP')"", ""('in', 'IN')"", ""('New', 'NNP')"", ""('York', 'NNP')"", ""('.', '.')""]",[]
7710,7710,HIND2051777,"I'm Samantha and this is Matt, my husband. Us live in New York.",2,"[""('I', 'PRP')"", '(""\'m"", \'VBP\')', ""('Samantha', 'JJ')"", ""('and', 'CC')"", ""('this', 'DT')"", ""('is', 'VBZ')"", ""('Matt', 'NNP')"", ""(',', ',')"", ""('my', 'PRP$')"", ""('husband', 'NN')"", ""('.', '.')"", ""('Us', 'NNP')"", ""('live', 'VBP')"", ""('in', 'IN')"", ""('New', 'NNP')"", ""('York', 'NNP')"", ""('.', '.')""]","[""('Us', 'NNP')""]"
7711,7711,HIND2051777,"I'm Samantha and this is Matt, my husband. Him live in New York.",2,"[""('I', 'PRP')"", '(""\'m"", \'VBP\')', ""('Samantha', 'JJ')"", ""('and', 'CC')"", ""('this', 'DT')"", ""('is', 'VBZ')"", ""('Matt', 'NNP')"", ""(',', ',')"", ""('my', 'PRP$')"", ""('husband', 'NN')"", ""('.', '.')"", ""('Him', 'NNP')"", ""('live', 'VBP')"", ""('in', 'IN')"", ""('New', 'NNP')"", ""('York', 'NNP')"", ""('.', '.')""]","[""('Him', 'NNP')""]"
7712,7712,HIND2051784,Remind I to call my aunt.,2,"[""('Remind', 'NN')"", ""('I', 'PRP')"", ""('to', 'TO')"", ""('call', 'VB')"", ""('my', 'PRP$')"", ""('aunt', 'NN')"", ""('.', '.')""]","[""('Remind', 'NN')"", ""('I', 'PRP')""]"
7713,7713,HIND2051784,Remind me to call my aunt.,2,"[""('Remind', 'VB')"", ""('me', 'PRP')"", ""('to', 'TO')"", ""('call', 'VB')"", ""('my', 'PRP$')"", ""('aunt', 'NN')"", ""('.', '.')""]",[]
7714,7714,HIND2051784, ,2,[],[]
7715,7715,HIND2051784, ,2,[],[]
7716,7716,HIND2051791,I bought this pen last week and now they doesn't work.,2,"[""('I', 'PRP')"", ""('bought', 'VBD')"", ""('this', 'DT')"", ""('pen', 'NN')"", ""('last', 'JJ')"", ""('week', 'NN')"", ""('and', 'CC')"", ""('now', 'RB')"", ""('they', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('work', 'VB')"", ""('.', '.')""]","[""('they', 'PRP')""]"
7717,7717,HIND2051791,I bought this pen last week and now it doesn't work.,2,"[""('I', 'PRP')"", ""('bought', 'VBD')"", ""('this', 'DT')"", ""('pen', 'NN')"", ""('last', 'JJ')"", ""('week', 'NN')"", ""('and', 'CC')"", ""('now', 'RB')"", ""('it', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('work', 'VB')"", ""('.', '.')""]",[]
7718,7718,HIND2051791,I bought this pen last week and now he doesn't work.,2,"[""('I', 'PRP')"", ""('bought', 'VBD')"", ""('this', 'DT')"", ""('pen', 'NN')"", ""('last', 'JJ')"", ""('week', 'NN')"", ""('and', 'CC')"", ""('now', 'RB')"", ""('he', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('work', 'VB')"", ""('.', '.')""]","[""('he', 'PRP')""]"
7719,7719,HIND2051791,I bought this pen last week and now she doesn't work.,2,"[""('I', 'PRP')"", ""('bought', 'VBD')"", ""('this', 'DT')"", ""('pen', 'NN')"", ""('last', 'JJ')"", ""('week', 'NN')"", ""('and', 'CC')"", ""('now', 'RB')"", ""('she', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('work', 'VB')"", ""('.', '.')""]","[""('she', 'PRP')""]"
7720,7720,HIND2051807,Where are the reports? I thought I gave it to you.,2,"[""('Where', 'WRB')"", ""('are', 'VBP')"", ""('the', 'DT')"", ""('reports', 'NNS')"", ""('?', '.')"", ""('I', 'PRP')"", ""('thought', 'VBD')"", ""('I', 'PRP')"", ""('gave', 'VBD')"", ""('it', 'PRP')"", ""('to', 'TO')"", ""('you', 'PRP')"", ""('.', '.')""]","[""('it', 'PRP')""]"
7721,7721,HIND2051807,Where are the reports? I thought I gave them to you.,2,"[""('Where', 'WRB')"", ""('are', 'VBP')"", ""('the', 'DT')"", ""('reports', 'NNS')"", ""('?', '.')"", ""('I', 'PRP')"", ""('thought', 'VBD')"", ""('I', 'PRP')"", ""('gave', 'VBD')"", ""('them', 'PRP')"", ""('to', 'TO')"", ""('you', 'PRP')"", ""('.', '.')""]",[]
7722,7722,HIND2051807,Where are the reports? I thought I gave they to you.,2,"[""('Where', 'WRB')"", ""('are', 'VBP')"", ""('the', 'DT')"", ""('reports', 'NNS')"", ""('?', '.')"", ""('I', 'PRP')"", ""('thought', 'VBD')"", ""('I', 'PRP')"", ""('gave', 'VBD')"", ""('they', 'PRP')"", ""('to', 'TO')"", ""('you', 'PRP')"", ""('.', '.')""]","[""('they', 'PRP')""]"
7723,7723,HIND2051807, ,2,[],[]
7724,7724,HIND2051814,I don't know why I invited the Thompsons. They hate parties.,1,"[""('I', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('know', 'VB')"", ""('why', 'WRB')"", ""('I', 'PRP')"", ""('invited', 'VBD')"", ""('the', 'DT')"", ""('Thompsons', 'NNPS')"", ""('.', '.')"", ""('They', 'PRP')"", ""('hate', 'VBP')"", ""('parties', 'NNS')"", ""('.', '.')""]",[]
7725,7725,HIND2051814,I don't know why I invited the Thompsons. He hate parties.,1,"[""('I', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('know', 'VB')"", ""('why', 'WRB')"", ""('I', 'PRP')"", ""('invited', 'VBD')"", ""('the', 'DT')"", ""('Thompsons', 'NNPS')"", ""('.', '.')"", ""('He', 'PRP')"", ""('hate', 'JJ')"", ""('parties', 'NNS')"", ""('.', '.')""]","[""('He', 'PRP')"", ""('hate', 'JJ')""]"
7726,7726,HIND2051814,I don't know why I invited the Thompsons. Them hate parties.,1,"[""('I', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('know', 'VB')"", ""('why', 'WRB')"", ""('I', 'PRP')"", ""('invited', 'VBD')"", ""('the', 'DT')"", ""('Thompsons', 'NNPS')"", ""('.', '.')"", ""('Them', 'NNP')"", ""('hate', 'NN')"", ""('parties', 'NNS')"", ""('.', '.')""]","[""('Them', 'NNP')"", ""('hate', 'NN')""]"
7727,7727,HIND2051814,I don't know why I invited the Thompsons. She hate parties.,1,"[""('I', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('know', 'VB')"", ""('why', 'WRB')"", ""('I', 'PRP')"", ""('invited', 'VBD')"", ""('the', 'DT')"", ""('Thompsons', 'NNPS')"", ""('.', '.')"", ""('She', 'PRP')"", ""('hate', 'JJ')"", ""('parties', 'NNS')"", ""('.', '.')""]","[""('hate', 'JJ')"", ""('She', 'PRP')""]"
7728,7728,HIND2051822,Hello boys and girls! Could all of you listen to me for a minute?,1,"[""('Hello', 'NNP')"", ""('boys', 'NNS')"", ""('and', 'CC')"", ""('girls', 'NNS')"", ""('!', '.')"", ""('Could', 'NNP')"", ""('all', 'DT')"", ""('of', 'IN')"", ""('you', 'PRP')"", ""('listen', 'VBP')"", ""('to', 'TO')"", ""('me', 'PRP')"", ""('for', 'IN')"", ""('a', 'DT')"", ""('minute', 'NN')"", ""('?', '.')""]",[]
