Slide ID,Options,Correct ID,pos_array
HIND3924239,<default-female-name3> is have two daughters.,1,"[('Sarah', 'NNP'), ('is', 'VBZ'), ('have', 'VBP'), ('two', 'CD'), ('daughters', 'NNS'), ('.', '.')]"
HIND3924239,,1,[]
HIND4549167,There aren't any students in the school.,1,"[('There', 'EX'), ('are', 'VBP'), (""n't"", 'RB'), ('any', 'DT'), ('students', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4549167,There isn't any students in the school.,1,"[('There', 'EX'), ('is', 'VBZ'), (""n't"", 'RB'), ('any', 'DT'), ('students', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4549167,There is any students in the school.,1,"[('There', 'EX'), ('is', 'VBZ'), ('any', 'DT'), ('students', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4549167,,1,[]
HIND3337124,<phone-number> is don't my number.,2,"[('phone-number', 'NN'), ('is', 'VBZ'), ('do', 'VBP'), (""n't"", 'RB'), ('my', 'PRP$'), ('number', 'NN'), ('.', '.')]"
HIND3337124,<phone-number> isn't my number.,2,"[('phone-number', 'NN'), ('is', 'VBZ'), (""n't"", 'RB'), ('my', 'PRP$'), ('number', 'NN'), ('.', '.')]"
HIND3337124,<phone-number> aren't my number.,2,"[('phone-number', 'NN'), ('are', 'VBP'), (""n't"", 'RB'), ('my', 'PRP$'), ('number', 'NN'), ('.', '.')]"
HIND3337124,<phone-number> doesn't my number.,2,"[('phone-number', 'NN'), ('does', 'VBZ'), (""n't"", 'RB'), ('my', 'PRP$'), ('number', 'NN'), ('.', '.')]"
HIND4523402,Are there a mall on this street?,3,"[('Are', 'NNP'), ('there', 'EX'), ('a', 'DT'), ('mall', 'NN'), ('on', 'IN'), ('this', 'DT'), ('street', 'NN'), ('?', '.')]"
HIND4523402,There a mall on this street?,3,"[('There', 'EX'), ('a', 'DT'), ('mall', 'NN'), ('on', 'IN'), ('this', 'DT'), ('street', 'NN'), ('?', '.')]"
HIND4523402,Is there a mall on this street?,3,"[('Is', 'VBZ'), ('there', 'EX'), ('a', 'DT'), ('mall', 'NN'), ('on', 'IN'), ('this', 'DT'), ('street', 'NN'), ('?', '.')]"
HIND4523402,,3,[]
HIND4813291,These am my water bottles.,2,"[('These', 'DT'), ('am', 'VBP'), ('my', 'PRP$'), ('water', 'NN'), ('bottles', 'NNS'), ('.', '.')]"
HIND4813291,These are my water bottles.,2,"[('These', 'DT'), ('are', 'VBP'), ('my', 'PRP$'), ('water', 'NN'), ('bottles', 'NNS'), ('.', '.')]"
HIND4813291,These has my water bottles.,2,"[('These', 'DT'), ('has', 'VBZ'), ('my', 'PRP$'), ('water', 'NN'), ('bottles', 'NNS'), ('.', '.')]"
HIND4813291,These is my water bottles.,2,"[('These', 'DT'), ('is', 'VBZ'), ('my', 'PRP$'), ('water', 'NN'), ('bottles', 'NNS'), ('.', '.')]"
HIND3455653,<default-male-name2>''s bag is heavy.,1,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('is', 'VBZ'), ('heavy', 'JJ'), ('.', '.')]"
HIND3455653,<default-male-name2>''s bag am heavy.,1,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('am', 'VBP'), ('heavy', 'JJ'), ('.', '.')]"
HIND3455653,<default-male-name2>''s bag are heavy.,1,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('are', 'VBP'), ('heavy', 'JJ'), ('.', '.')]"
HIND3455653,,1,[]
HIND3595249,Their brothers are smart.,1,"[('Their', 'PRP$'), ('brothers', 'NNS'), ('are', 'VBP'), ('smart', 'JJ'), ('.', '.')]"
HIND3595249,They brothers are smart.,1,"[('They', 'PRP'), ('brothers', 'NNS'), ('are', 'VBP'), ('smart', 'JJ'), ('.', '.')]"
HIND3595249,Them brothers are smart.,1,"[('Them', 'NNP'), ('brothers', 'NNS'), ('are', 'VBP'), ('smart', 'JJ'), ('.', '.')]"
HIND3595249,There brothers are smart.,1,"[('There', 'EX'), ('brothers', 'NNS'), ('are', 'VBP'), ('smart', 'JJ'), ('.', '.')]"
HIND2911529,I am from China. I am Chinese.,1,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('China', 'NNP'), ('.', '.'), ('I', 'PRP'), ('am', 'VBP'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2911529,I am China. I am Chinese.,1,"[('I', 'PRP'), ('am', 'VBP'), ('China', 'NNP'), ('.', '.'), ('I', 'PRP'), ('am', 'VBP'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2911529,I from China. I am Chinese.,1,"[('I', 'PRP'), ('from', 'IN'), ('China', 'NNP'), ('.', '.'), ('I', 'PRP'), ('am', 'VBP'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2911529,I belong China. I am Chinese.,1,"[('I', 'PRP'), ('belong', 'VBP'), ('China', 'NNP'), ('.', '.'), ('I', 'PRP'), ('am', 'VBP'), ('Chinese', 'JJ'), ('.', '.')]"
HIND3801003,I have 2 reds bags.,3,"[('I', 'PRP'), ('have', 'VBP'), ('2', 'CD'), ('reds', 'NNS'), ('bags', 'NNS'), ('.', '.')]"
HIND3801003,I have 2 a red bags.,3,"[('I', 'PRP'), ('have', 'VBP'), ('2', 'CD'), ('a', 'DT'), ('red', 'JJ'), ('bags', 'NN'), ('.', '.')]"
HIND3801003,I have 2 red bags.,3,"[('I', 'PRP'), ('have', 'VBP'), ('2', 'CD'), ('red', 'JJ'), ('bags', 'NNS'), ('.', '.')]"
HIND3801003,,3,[]
HIND4719038,How many flowers.,1,"[('How', 'WRB'), ('many', 'JJ'), ('flowers', 'NNS'), ('.', '.')]"
HIND4719038,How much flowers.,1,"[('How', 'WRB'), ('much', 'JJ'), ('flowers', 'NNS'), ('.', '.')]"
HIND4719038,,1,[]
HIND4719038,,1,[]
HIND4697665,How much is this ice cream here?,1,"[('How', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('this', 'DT'), ('ice', 'NN'), ('cream', 'NN'), ('here', 'RB'), ('?', '.')]"
HIND4697665,How much is that ice cream here?,1,"[('How', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('that', 'IN'), ('ice', 'NN'), ('cream', 'NN'), ('here', 'RB'), ('?', '.')]"
HIND4697665,How much is these ice cream here?,1,"[('How', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('these', 'DT'), ('ice', 'JJ'), ('cream', 'NN'), ('here', 'RB'), ('?', '.')]"
HIND4697665,,1,[]
HIND3939522,Does Mr. <default-male-surname> has a car?,2,"[('Does', 'VBZ'), ('Mr.', 'NNP'), ('Khan', 'NNP'), ('has', 'VBZ'), ('a', 'DT'), ('car', 'NN'), ('?', '.')]"
HIND3939522,Does Mr. <default-male-surname> have a car?,2,"[('Does', 'VBZ'), ('Mr.', 'NNP'), ('Khan', 'NNP'), ('have', 'VBP'), ('a', 'DT'), ('car', 'NN'), ('?', '.')]"
HIND3939522,Does Mr. <default-male-surname> is has a car?,2,"[('Does', 'VBZ'), ('Mr.', 'NNP'), ('Khan', 'NNP'), ('is', 'VBZ'), ('has', 'VBZ'), ('a', 'DT'), ('car', 'NN'), ('?', '.')]"
HIND3939522,,2,[]
HIND4302343,He works at a school.,1,"[('He', 'PRP'), ('works', 'VBZ'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4302343,He work at a school.,1,"[('He', 'PRP'), ('work', 'NN'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4302343,He is work at a school.,1,"[('He', 'PRP'), ('is', 'VBZ'), ('work', 'NN'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4302343,,1,[]
HIND3972054,<default-female-name> doesn''t has two daughters.,2,"[('Sarah', 'NN'), ('does', 'VBZ'), (""n't"", 'RB'), ('has', 'VBZ'), ('two', 'CD'), ('daughters', 'NNS'), ('.', '.')]"
HIND3972054,<default-female-name> doesn''t have two daughters.,2,"[('Sarah', 'NN'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('two', 'CD'), ('daughters', 'NNS'), ('.', '.')]"
HIND3972054,<default-female-name> don''t has two daughters.,2,"[('Sarah', 'NNP'), ('do', 'VBP'), (""n't"", 'RB'), ('has', 'VBZ'), ('two', 'CD'), ('daughters', 'NNS'), ('.', '.')]"
HIND3972054,<default-female-name> is not have two daughters.,2,"[('Sarah', 'NNP'), ('is', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('two', 'CD'), ('daughters', 'NNS'), ('.', '.')]"
HIND2965485,They aren't Chinese.,1,"[('They', 'PRP'), ('are', 'VBP'), (""n't"", 'RB'), ('Chinese', 'NNP'), ('.', '.')]"
HIND2965485,They're aren't Chinese.,1,"[('They', 'PRP'), (""'re"", 'VBP'), ('are', 'VBP'), (""n't"", 'RB'), ('Chinese', 'NNP'), ('.', '.')]"
HIND2965485,They're are not Chinese.,1,"[('They', 'PRP'), (""'re"", 'VBP'), ('are', 'VBP'), ('not', 'RB'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2965485,,1,[]
HIND4848304,He doesn't have a apples.,3,"[('He', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('a', 'DT'), ('apples', 'NNS'), ('.', '.')]"
HIND4848304,He doesn't have some apples.,3,"[('He', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('some', 'DT'), ('apples', 'NNS'), ('.', '.')]"
HIND4848304,He doesn't have any apples.,3,"[('He', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('any', 'DT'), ('apples', 'NNS'), ('.', '.')]"
HIND4848304,,3,[]
HIND2923189,Your American.,3,"[('Your', 'PRP$'), ('American', 'JJ'), ('.', '.')]"
HIND2923189,Your're American.,3,"[('Your', 'PRP$'), (""'re"", 'VBP'), ('American', 'JJ'), ('.', '.')]"
HIND2923189,You're American.,3,"[('You', 'PRP'), (""'re"", 'VBP'), ('American', 'JJ'), ('.', '.')]"
HIND2923189,Your are American.,3,"[('Your', 'PRP$'), ('are', 'VBP'), ('American', 'JJ'), ('.', '.')]"
HIND3970797,I don't has two sons.,2,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('has', 'VBZ'), ('two', 'CD'), ('sons', 'NNS'), ('.', '.')]"
HIND3970797,I don't have two sons.,2,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('have', 'VB'), ('two', 'CD'), ('sons', 'NNS'), ('.', '.')]"
HIND3970797,I doesn't have two sons.,2,"[('I', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('two', 'CD'), ('sons', 'NNS'), ('.', '.')]"
HIND3970797,,2,[]
HIND3429397,is this your daughter?,1,"[('is', 'VBZ'), ('this', 'DT'), ('your', 'PRP$'), ('daughter', 'NN'), ('?', '.')]"
HIND3429397,am this your daughter?,1,"[('am', 'VBP'), ('this', 'DT'), ('your', 'PRP$'), ('daughter', 'NN'), ('?', '.')]"
HIND3429397,are this your daughter?,1,"[('are', 'VBP'), ('this', 'DT'), ('your', 'PRP$'), ('daughter', 'NN'), ('?', '.')]"
HIND3429397,,1,[]
HIND4319927,Do you works at <default-company-name>?,2,"[('Do', 'VB'), ('you', 'PRP'), ('works', 'VB'), ('at', 'IN'), ('Microsoft', 'NNP'), ('?', '.')]"
HIND4319927,Do you work at <default-company-name>?,2,"[('Do', 'VB'), ('you', 'PRP'), ('work', 'VB'), ('at', 'IN'), ('Microsoft', 'NNP'), ('?', '.')]"
HIND4319927,Do you working at <default-company-name>?,2,"[('Do', 'VBP'), ('you', 'PRP'), ('working', 'VBG'), ('at', 'IN'), ('Microsoft', 'NNP'), ('?', '.')]"
HIND4319927,,2,[]
HIND4728596,How much pairs of shoes do you have?,2,"[('How', 'WRB'), ('much', 'JJ'), ('pairs', 'NN'), ('of', 'IN'), ('shoes', 'NNS'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4728596,How many pairs of shoes do you have?,2,"[('How', 'WRB'), ('many', 'JJ'), ('pairs', 'NNS'), ('of', 'IN'), ('shoes', 'NNS'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4728596,How manies pairs of shoes do you have?,2,"[('How', 'WRB'), ('manies', 'NNS'), ('pairs', 'VBP'), ('of', 'IN'), ('shoes', 'NNS'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4728596,Hows many pairs of shoes do you have?,2,"[('Hows', 'NNP'), ('many', 'JJ'), ('pairs', 'NNS'), ('of', 'IN'), ('shoes', 'NNS'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4187444,<default-male-name>''s bag is in the room.,1,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('is', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('room', 'NN'), ('.', '.')]"
HIND4187444,<default-male-name>''s bag is at the room.,1,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('is', 'VBZ'), ('at', 'IN'), ('the', 'DT'), ('room', 'NN'), ('.', '.')]"
HIND4187444,<default-male-name>''s bag is on the room.,1,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('is', 'VBZ'), ('on', 'IN'), ('the', 'DT'), ('room', 'NN'), ('.', '.')]"
HIND4187444,,1,[]
HIND3584594,Our brother speak Japanese.,3,"[('Our', 'PRP$'), ('brother', 'NN'), ('speak', 'JJ'), ('Japanese', 'JJ'), ('.', '.')]"
HIND3584594,Our brother speaking Japanese.,3,"[('Our', 'PRP$'), ('brother', 'NN'), ('speaking', 'VBG'), ('Japanese', 'JJ'), ('.', '.')]"
HIND3584594,Our brother speaks Japanese.,3,"[('Our', 'PRP$'), ('brother', 'NN'), ('speaks', 'VBZ'), ('Japanese', 'JJ'), ('.', '.')]"
HIND3584594,,3,[]
HIND4830024,Do you have a black skirt?,1,"[('Do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('a', 'DT'), ('black', 'JJ'), ('skirt', 'NN'), ('?', '.')]"
HIND4830024,Do you have the black skirt?,1,"[('Do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('the', 'DT'), ('black', 'JJ'), ('skirt', 'NN'), ('?', '.')]"
HIND4830024,Do you have an black skirt?,1,"[('Do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('an', 'DT'), ('black', 'JJ'), ('skirt', 'NN'), ('?', '.')]"
HIND4830024,,1,[]
HIND2964044,Your not American.,3,"[('Your', 'PRP$'), ('not', 'RB'), ('American', 'NNP'), ('.', '.')]"
HIND2964044,Your're not American.,3,"[('Your', 'PRP$'), (""'re"", 'VBP'), ('not', 'RB'), ('American', 'JJ'), ('.', '.')]"
HIND2964044,You're not American.,3,"[('You', 'PRP'), (""'re"", 'VBP'), ('not', 'RB'), ('American', 'JJ'), ('.', '.')]"
HIND2964044,Your aren't American.,3,"[('Your', 'PRP$'), ('are', 'VBP'), (""n't"", 'RB'), ('American', 'NNP'), ('.', '.')]"
HIND4844271,Are a of your sisters married?,3,"[('Are', 'VBP'), ('a', 'DT'), ('of', 'IN'), ('your', 'PRP$'), ('sisters', 'NNS'), ('married', 'VBN'), ('?', '.')]"
HIND4844271,Are many of your sisters married?,3,"[('Are', 'NNP'), ('many', 'JJ'), ('of', 'IN'), ('your', 'PRP$'), ('sisters', 'NNS'), ('married', 'VBN'), ('?', '.')]"
HIND4844271,Are any of your sisters married?,3,"[('Are', 'NNP'), ('any', 'DT'), ('of', 'IN'), ('your', 'PRP$'), ('sisters', 'NNS'), ('married', 'VBN'), ('?', '.')]"
HIND4844271,,3,[]
HIND2921474,They're Chinese.,1,"[('They', 'PRP'), (""'re"", 'VBP'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2921474,They're are Chinese.,1,"[('They', 'PRP'), (""'re"", 'VBP'), ('are', 'VBP'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2921474,They's Chinese.,1,"[('They', 'PRP'), (""'s"", 'POS'), ('Chinese', 'NNP'), ('.', '.')]"
HIND2921474,Their Chinese.,1,"[('Their', 'PRP$'), ('Chinese', 'JJ'), ('.', '.')]"
HIND4768215,I want a sugar.,3,"[('I', 'PRP'), ('want', 'VBP'), ('a', 'DT'), ('sugar', 'NN'), ('.', '.')]"
HIND4768215,I want few sugar.,3,"[('I', 'PRP'), ('want', 'VBP'), ('few', 'JJ'), ('sugar', 'NN'), ('.', '.')]"
HIND4768215,I want some sugar.,3,"[('I', 'PRP'), ('want', 'VBP'), ('some', 'DT'), ('sugar', 'NN'), ('.', '.')]"
HIND4768215,I want many sugar.,3,"[('I', 'PRP'), ('want', 'VBP'), ('many', 'JJ'), ('sugar', 'NN'), ('.', '.')]"
HIND4600462,Siddhivinayak is a famous beach in Mumbai.,3,"[('Siddhivinayak', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('famous', 'JJ'), ('beach', 'NN'), ('in', 'IN'), ('Mumbai', 'NNP'), ('.', '.')]"
HIND4600462,Siddhivinayak is a famous temple in Delhi.,3,"[('Siddhivinayak', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('famous', 'JJ'), ('temple', 'NN'), ('in', 'IN'), ('Delhi', 'NNP'), ('.', '.')]"
HIND4600462,Siddhivinayak is a famous temple in Mumbai.,3,"[('Siddhivinayak', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('famous', 'JJ'), ('temple', 'NN'), ('in', 'IN'), ('Mumbai', 'NNP'), ('.', '.')]"
HIND4600462,,3,[]
HIND4781128,There is some water in the glass.,1,"[('There', 'EX'), ('is', 'VBZ'), ('some', 'DT'), ('water', 'NN'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('.', '.')]"
HIND4781128,There is few water in the glass.,1,"[('There', 'EX'), ('is', 'VBZ'), ('few', 'JJ'), ('water', 'NN'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('.', '.')]"
HIND4781128,There is a water in the glass.,1,"[('There', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('water', 'NN'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('.', '.')]"
HIND4781128,,1,[]
HIND3942793,Do they have a dog?,1,"[('Do', 'VBP'), ('they', 'PRP'), ('have', 'VB'), ('a', 'DT'), ('dog', 'NN'), ('?', '.')]"
HIND3942793,Do they has a dog?,1,"[('Do', 'VBP'), ('they', 'PRP'), ('has', 'VBZ'), ('a', 'DT'), ('dog', 'NN'), ('?', '.')]"
HIND3942793,Do they are have a dog?,1,"[('Do', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('have', 'VBP'), ('a', 'DT'), ('dog', 'NN'), ('?', '.')]"
HIND3942793,,1,[]
HIND3715965,I am in my thirty.,4,"[('I', 'PRP'), ('am', 'VBP'), ('in', 'IN'), ('my', 'PRP$'), ('thirty', 'NN'), ('.', '.')]"
HIND3715965,I am in my thirtieth.,4,"[('I', 'PRP'), ('am', 'VBP'), ('in', 'IN'), ('my', 'PRP$'), ('thirtieth', 'NN'), ('.', '.')]"
HIND3715965,I am in my thirty two.,4,"[('I', 'PRP'), ('am', 'VBP'), ('in', 'IN'), ('my', 'PRP$'), ('thirty', 'NN'), ('two', 'CD'), ('.', '.')]"
HIND3715965,I am in my thirties.,4,"[('I', 'PRP'), ('am', 'VBP'), ('in', 'IN'), ('my', 'PRP$'), ('thirties', 'NNS'), ('.', '.')]"
HIND4717643,How many tea.,2,"[('How', 'WRB'), ('many', 'JJ'), ('tea', 'NN'), ('.', '.')]"
HIND4717643,How much tea.,2,"[('How', 'WRB'), ('much', 'JJ'), ('tea', 'NN'), ('.', '.')]"
HIND4717643,,2,[]
HIND4717643,,2,[]
HIND3799802,This is red bag.,2,"[('This', 'DT'), ('is', 'VBZ'), ('red', 'JJ'), ('bag', 'NN'), ('.', '.')]"
HIND3799802,This is a red bag.,2,"[('This', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('red', 'JJ'), ('bag', 'NN'), ('.', '.')]"
HIND3799802,This is reds bag.,2,"[('This', 'DT'), ('is', 'VBZ'), ('reds', 'JJ'), ('bag', 'NN'), ('.', '.')]"
HIND3799802,,2,[]
HIND2916926,"He is from France, He're French.",3,"[('He', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('France', 'NNP'), (',', ','), ('He', 'PRP'), (""'re"", 'VBP'), ('French', 'JJ'), ('.', '.')]"
HIND2916926,"He is from France, He's is French.",3,"[('He', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('France', 'NNP'), (',', ','), ('He', 'PRP'), (""'s"", 'VBZ'), ('is', 'VBZ'), ('French', 'JJ'), ('.', '.')]"
HIND2916926,"He is from France, He's French.",3,"[('He', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('France', 'NNP'), (',', ','), ('He', 'PRP'), (""'s"", 'VBZ'), ('French', 'JJ'), ('.', '.')]"
HIND2916926,"He is from France, Hes's French.",3,"[('He', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('France', 'NNP'), (',', ','), ('Hes', 'NNP'), (""'s"", 'POS'), ('French', 'NNP'), ('.', '.')]"
HIND3854247,I hear with my eyes.,3,"[('I', 'PRP'), ('hear', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('eyes', 'NNS'), ('.', '.')]"
HIND3854247,I run with my eyes.,3,"[('I', 'PRP'), ('run', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('eyes', 'NNS'), ('.', '.')]"
HIND3854247,I see with my eyes.,3,"[('I', 'PRP'), ('see', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('eyes', 'NNS'), ('.', '.')]"
HIND3854247,,3,[]
HIND4852732,There is a rice in the fridge.,3,"[('There', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('rice', 'NN'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('.', '.')]"
HIND4852732,There is the rice in the fridge.,3,"[('There', 'EX'), ('is', 'VBZ'), ('the', 'DT'), ('rice', 'NN'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('.', '.')]"
HIND4852732,There is some rice in the fridge.,3,"[('There', 'EX'), ('is', 'VBZ'), ('some', 'DT'), ('rice', 'NN'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('.', '.')]"
HIND4852732,There is any rice in the fridge.,3,"[('There', 'EX'), ('is', 'VBZ'), ('any', 'DT'), ('rice', 'NN'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('.', '.')]"
HIND3947706,Have you have siblings?,3,"[('Have', 'VBP'), ('you', 'PRP'), ('have', 'VBP'), ('siblings', 'NNS'), ('?', '.')]"
HIND3947706,Does you have siblings?,3,"[('Does', 'NNP'), ('you', 'PRP'), ('have', 'VBP'), ('siblings', 'NNS'), ('?', '.')]"
HIND3947706,Do you have siblings?,3,"[('Do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('siblings', 'NNS'), ('?', '.')]"
HIND3947706,,3,[]
HIND4775929,How much juice are there in the glass?,2,"[('How', 'WRB'), ('much', 'JJ'), ('juice', 'NN'), ('are', 'VBP'), ('there', 'RB'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('?', '.')]"
HIND4775929,How much juice is there in the glass?,2,"[('How', 'WRB'), ('much', 'JJ'), ('juice', 'NN'), ('is', 'VBZ'), ('there', 'RB'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('?', '.')]"
HIND4775929,How much juices are there in the glass?,2,"[('How', 'WRB'), ('much', 'JJ'), ('juices', 'NNS'), ('are', 'VBP'), ('there', 'RB'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('?', '.')]"
HIND4775929,,2,[]
HIND4599114,Marine drive is a famous park in Mumbai.,2,"[('Marine', 'NNP'), ('drive', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('famous', 'JJ'), ('park', 'NN'), ('in', 'IN'), ('Mumbai', 'NNP'), ('.', '.')]"
HIND4599114,Marine drive is a famous street in Mumbai.,2,"[('Marine', 'NNP'), ('drive', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('famous', 'JJ'), ('street', 'NN'), ('in', 'IN'), ('Mumbai', 'NNP'), ('.', '.')]"
HIND4599114,Marine drive is a famous hospital in Mumbai.,2,"[('Marine', 'NNP'), ('drive', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('famous', 'JJ'), ('hospital', 'NN'), ('in', 'IN'), ('Mumbai', 'NNP'), ('.', '.')]"
HIND4599114,,2,[]
HIND3423630,<default-male-name2>''s bag is heavy.,1,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('is', 'VBZ'), ('heavy', 'JJ'), ('.', '.')]"
HIND3423630,<default-male-name2>''s bag am heavy.,1,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('am', 'VBP'), ('heavy', 'JJ'), ('.', '.')]"
HIND3423630,<default-male-name2>''s bag are heavy.,1,"[('John', 'NNP'), (""'s"", 'POS'), ('bag', 'NN'), ('are', 'VBP'), ('heavy', 'JJ'), ('.', '.')]"
HIND3423630,,1,[]
HIND3634128,How many cars you have?,3,"[('How', 'WRB'), ('many', 'JJ'), ('cars', 'NNS'), ('you', 'PRP'), ('have', 'VBP'), ('?', '.')]"
HIND3634128,How many cars you has?,3,"[('How', 'WRB'), ('many', 'JJ'), ('cars', 'NNS'), ('you', 'PRP'), ('has', 'VBZ'), ('?', '.')]"
HIND3634128,How many cars do you have?,3,"[('How', 'WRB'), ('many', 'JJ'), ('cars', 'NNS'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND3634128,,3,[]
HIND3411029,Excuse me! Is you a teacher?,3,"[('Excuse', 'IN'), ('me', 'PRP'), ('!', '.'), ('Is', 'VBZ'), ('you', 'PRP'), ('a', 'DT'), ('teacher', 'NN'), ('?', '.')]"
HIND3411029,Excuse me! Am you a teacher?,3,"[('Excuse', 'IN'), ('me', 'PRP'), ('!', '.'), ('Am', 'NNP'), ('you', 'PRP'), ('a', 'DT'), ('teacher', 'NN'), ('?', '.')]"
HIND3411029,Excuse me! Are you a teacher?,3,"[('Excuse', 'IN'), ('me', 'PRP'), ('!', '.'), ('Are', 'NNP'), ('you', 'PRP'), ('a', 'DT'), ('teacher', 'NN'), ('?', '.')]"
HIND3411029,Excuse me! Do you a teacher?,3,"[('Excuse', 'IN'), ('me', 'PRP'), ('!', '.'), ('Do', 'VB'), ('you', 'PRP'), ('a', 'DT'), ('teacher', 'NN'), ('?', '.')]"
HIND3973267,<default-male-name> doesn''t has a dog.,2,"[('John', 'NNP'), ('does', 'VBZ'), (""n't"", 'RB'), ('has', 'VBZ'), ('a', 'DT'), ('dog', 'NN'), ('.', '.')]"
HIND3973267,<default-male-name> doesn''t have a dog.,2,"[('John', 'NNP'), ('does', 'VBZ'), (""n't"", 'RB'), ('have', 'VB'), ('a', 'DT'), ('dog', 'NN'), ('.', '.')]"
HIND3973267,<default-male-name> don''t has a dog.,2,"[('John', 'NNP'), ('do', 'VBP'), (""n't"", 'RB'), ('has', 'VBZ'), ('a', 'DT'), ('dog', 'NN'), ('.', '.')]"
HIND3973267,<default-male-name> is not have a dog.,2,"[('John', 'NNP'), ('is', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('a', 'DT'), ('dog', 'NN'), ('.', '.')]"
