,Slide ID,Options,Correct ID,pos_array,pos_delta
252,HIND3160790,He speak English.,3,"[""('He', 'PRP')"", ""('speak', 'VBZ')"", ""('English', 'JJ')"", ""('.', '.')""]","[""('He', 'PRP')"", ""('speak', 'VBZ')""]"
253,HIND3160790,She speak English.,3,"[""('She', 'PRP')"", ""('speak', 'VBD')"", ""('English', 'NNP')"", ""('.', '.')""]","[""('English', 'NNP')"", ""('She', 'PRP')"", ""('speak', 'VBD')""]"
254,HIND3160790,We speak English.,3,"[""('We', 'PRP')"", ""('speak', 'VBP')"", ""('English', 'JJ')"", ""('.', '.')""]",[]
255,HIND3160790,Us speak English.,3,"[""('Us', 'NNP')"", ""('speak', 'JJ')"", ""('English', 'NNP')"", ""('.', '.')""]","[""('English', 'NNP')"", ""('speak', 'JJ')"", ""('Us', 'NNP')""]"
256,HIND4521472,<default-male-name2> sits between <default-female-name2> and <default-female-name3>.,1,"[""('John', 'NNP')"", ""('sits', 'VBZ')"", ""('between', 'IN')"", ""('Sarah', 'NNP')"", ""('and', 'CC')"", ""('Sarah', 'NNP')"", ""('.', '.')""]",[]
257,HIND4521472,<default-male-name2> sits in front <default-female-name2> and <default-female-name3>.,1,"[""('John', 'NNP')"", ""('sits', 'NNS')"", ""('in', 'IN')"", ""('front', 'JJ')"", ""('Sarah', 'NNP')"", ""('and', 'CC')"", ""('Sarah', 'NNP')"", ""('.', '.')""]","[""('sits', 'NNS')"", ""('in', 'IN')"", ""('front', 'JJ')""]"
258,HIND4521472,<default-male-name2> sits next <default-female-name2> and <default-female-name3>.,1,"[""('John', 'NNP')"", ""('sits', 'VBZ')"", ""('next', 'JJ')"", ""('Sarah', 'NNP')"", ""('and', 'CC')"", ""('Sarah', 'NNP')"", ""('.', '.')""]","[""('next', 'JJ')""]"
259,HIND4521472,,1,[],[]
260,HIND4146305,My books are in my room.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('in', 'IN')"", ""('my', 'PRP$')"", ""('room', 'NN')"", ""('.', '.')""]",[]
261,HIND4146305,My books are on my room.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('on', 'IN')"", ""('my', 'PRP$')"", ""('room', 'NN')"", ""('.', '.')""]","[""('on', 'IN')""]"
262,HIND4146305,My books are at my room.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('at', 'IN')"", ""('my', 'PRP$')"", ""('room', 'NN')"", ""('.', '.')""]","[""('at', 'IN')""]"
263,HIND4146305,,1,[],[]
264,HIND4808394,Silver are expensive.,2,"[""('Silver', 'WDT')"", ""('are', 'VBP')"", ""('expensive', 'JJ')"", ""('.', '.')""]","[""('Silver', 'WDT')"", ""('are', 'VBP')""]"
265,HIND4808394,Silver is expensive.,2,"[""('Silver', 'NN')"", ""('is', 'VBZ')"", ""('expensive', 'JJ')"", ""('.', '.')""]",[]
266,HIND4808394,Silver does expensive.,2,"[""('Silver', 'NN')"", ""('does', 'VBZ')"", ""('expensive', 'JJ')"", ""('.', '.')""]","[""('does', 'VBZ')""]"
267,HIND4808394,Silver has expensive.,2,"[""('Silver', 'NN')"", ""('has', 'VBZ')"", ""('expensive', 'JJ')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
268,HIND4723908,How much bottles of Pepsi do you have?,2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('bottles', 'NNS')"", ""('of', 'IN')"", ""('Pepsi', 'NNP')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]","[""('much', 'JJ')""]"
269,HIND4723908,How many bottles of Pepsi do you have?,2,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('bottles', 'NNS')"", ""('of', 'IN')"", ""('Pepsi', 'NNP')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]",[]
270,HIND4723908,,2,[],[]
271,HIND4723908,,2,[],[]
272,HIND3707630,How old your mother?,2,"[""('How', 'WRB')"", ""('old', 'JJ')"", ""('your', 'PRP$')"", ""('mother', 'NN')"", ""('?', '.')""]",[]
273,HIND3707630,How old is your mother?,2,"[""('How', 'WRB')"", ""('old', 'JJ')"", ""('is', 'VBZ')"", ""('your', 'PRP$')"", ""('mother', 'NN')"", ""('?', '.')""]",[]
274,HIND3707630,How many years is your mother?,2,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('years', 'NNS')"", ""('is', 'VBZ')"", ""('your', 'PRP$')"", ""('mother', 'NN')"", ""('?', '.')""]","[""('years', 'NNS')"", ""('many', 'JJ')""]"
275,HIND3707630,How old are your mother?,2,"[""('How', 'WRB')"", ""('old', 'JJ')"", ""('are', 'VBP')"", ""('your', 'PRP$')"", ""('mother', 'NN')"", ""('?', '.')""]","[""('are', 'VBP')""]"
276,HIND4311119,<default-female-name> and I works at a school.,3,"[""('Sarah', 'NNP')"", ""('and', 'CC')"", ""('I', 'PRP')"", ""('works', 'VBP')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]","[""('works', 'VBP')""]"
277,HIND4311119,<default-female-name> and I are work at a school.,3,"[""('Sarah', 'NNP')"", ""('and', 'CC')"", ""('I', 'PRP')"", ""('are', 'VBP')"", ""('work', 'NN')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]","[""('work', 'NN')"", ""('are', 'VBP')""]"
278,HIND4311119,<default-female-name> and I work at a school.,3,"[""('Sarah', 'NNP')"", ""('and', 'CC')"", ""('I', 'PRP')"", ""('work', 'VBP')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]",[]
279,HIND4311119,,3,[],[]
280,HIND4811695,The shoes are very expensive.,1,"[""('The', 'DT')"", ""('shoes', 'NNS')"", ""('are', 'VBP')"", ""('very', 'RB')"", ""('expensive', 'JJ')"", ""('.', '.')""]",[]
281,HIND4811695,The shoes is very expensive.,1,"[""('The', 'DT')"", ""('shoes', 'NNS')"", ""('is', 'VBZ')"", ""('very', 'RB')"", ""('expensive', 'JJ')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
282,HIND4811695,The shoes has very expensive.,1,"[""('The', 'DT')"", ""('shoes', 'NNS')"", ""('has', 'VBZ')"", ""('very', 'RB')"", ""('expensive', 'JJ')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
283,HIND4811695,The shoes have very expensive.,1,"[""('The', 'DT')"", ""('shoes', 'NNS')"", ""('have', 'VBP')"", ""('very', 'RB')"", ""('expensive', 'JJ')"", ""('.', '.')""]","[""('have', 'VBP')""]"
284,HIND4782449,There aren't much water in the glass.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", '(""n\'t"", \'RB\')', ""('much', 'JJ')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]","[""('are', 'VBP')""]"
285,HIND4782449,There isn't much water in the glass.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('much', 'JJ')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]",[]
286,HIND4782449,There isn't many water in the glass.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('many', 'JJ')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]","[""('many', 'JJ')""]"
287,HIND4782449,There isn't a water in the glass.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('a', 'DT')"", ""('water', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]","[""('a', 'DT')""]"
288,HIND4543855,Their is a bank next to the school.,3,"[""('Their', 'PRP$')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('bank', 'NN')"", ""('next', 'IN')"", ""('to', 'TO')"", ""('the', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]","[""('Their', 'PRP$')""]"
289,HIND4543855,There are a bank next to the school.,3,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('a', 'DT')"", ""('bank', 'NN')"", ""('next', 'IN')"", ""('to', 'TO')"", ""('the', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]","[""('are', 'VBP')""]"
290,HIND4543855,There is a bank next to the school.,3,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('bank', 'NN')"", ""('next', 'IN')"", ""('to', 'TO')"", ""('the', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]",[]
291,HIND4543855,,3,[],[]
292,HIND3631340,How many airports are in <default-city-name1>?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('airports', 'NNS')"", ""('are', 'VBP')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')"", ""('?', '.')""]",[]
293,HIND3631340,How many airports there are in <default-city-name1>?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('airports', 'NNS')"", ""('there', 'EX')"", ""('are', 'VBP')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')"", ""('?', '.')""]","[""('there', 'EX')""]"
294,HIND3631340,How many airports are there in <default-city-name1>?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('airports', 'NNS')"", ""('are', 'VBP')"", ""('there', 'RB')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')"", ""('?', '.')""]",[]
295,HIND3631340,,3,[],[]
296,HIND2907790,He is China. He is Chinese.,3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('China', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('is', 'VBZ')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
297,HIND2907790,He from China. He is Chinese.,3,"[""('He', 'PRP')"", ""('from', 'IN')"", ""('China', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('is', 'VBZ')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
298,HIND2907790,He is from China. He is Chinese.,3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('China', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('is', 'VBZ')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
299,HIND2907790,,3,[],[]
300,HIND4722201,How much sugar do you have?,1,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('sugar', 'NN')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]",[]
301,HIND4722201,How many sugar do you have?,1,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('sugar', 'NN')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]","[""('many', 'JJ')""]"
302,HIND4722201,,1,[],[]
303,HIND4722201,,1,[],[]
304,HIND4851442,They don't have a chocolates.,2,"[""('They', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('a', 'DT')"", ""('chocolates', 'NNS')"", ""('.', '.')""]","[""('a', 'DT')""]"
305,HIND4851442,They don't have any chocolates.,2,"[""('They', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('any', 'DT')"", ""('chocolates', 'NNS')"", ""('.', '.')""]",[]
306,HIND4851442,They don't have some chocolates.,2,"[""('They', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('some', 'DT')"", ""('chocolates', 'NNS')"", ""('.', '.')""]","[""('some', 'DT')""]"
307,HIND4851442,,2,[],[]
308,HIND2954775,He is not China. He is not Chinese.,3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('China', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
309,HIND2954775,He is from not China. He is not Chinese.,3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('not', 'RB')"", ""('China', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
310,HIND2954775,He is not from China. He is not Chinese.,3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('from', 'IN')"", ""('China', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
311,HIND2954775,He is not is from China. He is not Chinese.,3,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('China', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
312,HIND2961416,"She's isn't from England, she is not British.",3,"[""('She', 'PRP')"", '(""\'s"", \'VBZ\')', ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('from', 'IN')"", ""('England', 'NNP')"", ""(',', ',')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('British', 'JJ')"", ""('.', '.')""]","['(""\'s"", \'VBZ\')']"
313,HIND2961416,"She isn't not from England, she is not British.",3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('not', 'RB')"", ""('from', 'IN')"", ""('England', 'NNP')"", ""(',', ',')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('British', 'JJ')"", ""('.', '.')""]",[]
314,HIND2961416,"She isn't from England, she is not British.",3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('from', 'IN')"", ""('England', 'NNP')"", ""(',', ',')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('British', 'JJ')"", ""('.', '.')""]",[]
315,HIND2961416,"She's not is from England, she is not British.",3,"[""('She', 'PRP')"", '(""\'s"", \'VBZ\')', ""('not', 'RB')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('England', 'NNP')"", ""(',', ',')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('British', 'JJ')"", ""('.', '.')""]","['(""\'s"", \'VBZ\')']"
316,HIND4855833,Does she have some sisters?,3,"[""('Does', 'VBZ')"", ""('she', 'PRP')"", ""('have', 'VB')"", ""('some', 'DT')"", ""('sisters', 'NNS')"", ""('?', '.')""]","[""('some', 'DT')""]"
317,HIND4855833,Does she have a sisters?,3,"[""('Does', 'VBZ')"", ""('she', 'PRP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('sisters', 'NNS')"", ""('?', '.')""]","[""('a', 'DT')""]"
318,HIND4855833,Does she have any sisters?,3,"[""('Does', 'VBZ')"", ""('she', 'PRP')"", ""('have', 'VB')"", ""('any', 'DT')"", ""('sisters', 'NNS')"", ""('?', '.')""]",[]
319,HIND4855833,Does she have much sisters?,3,"[""('Does', 'VBZ')"", ""('she', 'PRP')"", ""('have', 'VB')"", ""('much', 'JJ')"", ""('sisters', 'NNS')"", ""('?', '.')""]","[""('much', 'JJ')""]"
320,HIND3598911,Her wife is smart.,2,"[""('Her', 'PRP$')"", ""('wife', 'NN')"", ""('is', 'VBZ')"", ""('smart', 'JJ')"", ""('.', '.')""]","[""('Her', 'PRP$')""]"
321,HIND3598911,His wife is smart.,2,"[""('His', 'PRP$')"", ""('wife', 'NN')"", ""('is', 'VBZ')"", ""('smart', 'JJ')"", ""('.', '.')""]",[]
322,HIND3598911,She wife is smart.,2,"[""('She', 'PRP')"", ""('wife', 'NN')"", ""('is', 'VBZ')"", ""('smart', 'JJ')"", ""('.', '.')""]","[""('She', 'PRP')""]"
323,HIND3598911,,2,[],[]
324,HIND3924239,<default-female-name3> has two daughters.,1,"[""('Sarah', 'NNP')"", ""('has', 'VBZ')"", ""('two', 'CD')"", ""('daughters', 'NNS')"", ""('.', '.')""]",[]
325,HIND3924239,<default-female-name3> have two daughters.,1,"[""('Sarah', 'NNS')"", ""('have', 'VBP')"", ""('two', 'CD')"", ""('daughters', 'NNS')"", ""('.', '.')""]","[""('have', 'VBP')"", ""('Sarah', 'NNS')""]"
326,HIND3924239,<default-female-name3> is have two daughters.,1,"[""('Sarah', 'NNP')"", ""('is', 'VBZ')"", ""('have', 'VBP')"", ""('two', 'CD')"", ""('daughters', 'NNS')"", ""('.', '.')""]","[""('have', 'VBP')"", ""('is', 'VBZ')""]"
327,HIND3924239,,1,[],[]
328,HIND4549167,There aren't any students in the school.,1,"[""('There', 'EX')"", ""('are', 'VBP')"", '(""n\'t"", \'RB\')', ""('any', 'DT')"", ""('students', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]",[]
329,HIND4549167,There isn't any students in the school.,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('any', 'DT')"", ""('students', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
330,HIND4549167,There is any students in the school.,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('any', 'DT')"", ""('students', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
331,HIND4549167,,1,[],[]
332,HIND3337124,<phone-number> is don't my number.,2,"[""('phone-number', 'NN')"", ""('is', 'VBZ')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('my', 'PRP$')"", ""('number', 'NN')"", ""('.', '.')""]","[""('do', 'VBP')""]"
333,HIND3337124,<phone-number> isn't my number.,2,"[""('phone-number', 'NN')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('my', 'PRP$')"", ""('number', 'NN')"", ""('.', '.')""]",[]
334,HIND3337124,<phone-number> aren't my number.,2,"[""('phone-number', 'NN')"", ""('are', 'VBP')"", '(""n\'t"", \'RB\')', ""('my', 'PRP$')"", ""('number', 'NN')"", ""('.', '.')""]","[""('are', 'VBP')""]"
335,HIND3337124,<phone-number> doesn't my number.,2,"[""('phone-number', 'NN')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('my', 'PRP$')"", ""('number', 'NN')"", ""('.', '.')""]","[""('does', 'VBZ')""]"
336,HIND4523402,Are there a mall on this street?,3,"[""('Are', 'NNP')"", ""('there', 'EX')"", ""('a', 'DT')"", ""('mall', 'NN')"", ""('on', 'IN')"", ""('this', 'DT')"", ""('street', 'NN')"", ""('?', '.')""]","[""('Are', 'NNP')""]"
337,HIND4523402,There a mall on this street?,3,"[""('There', 'EX')"", ""('a', 'DT')"", ""('mall', 'NN')"", ""('on', 'IN')"", ""('this', 'DT')"", ""('street', 'NN')"", ""('?', '.')""]","[""('There', 'EX')""]"
338,HIND4523402,Is there a mall on this street?,3,"[""('Is', 'VBZ')"", ""('there', 'EX')"", ""('a', 'DT')"", ""('mall', 'NN')"", ""('on', 'IN')"", ""('this', 'DT')"", ""('street', 'NN')"", ""('?', '.')""]",[]
339,HIND4523402,,3,[],[]
340,HIND4813291,These am my water bottles.,2,"[""('These', 'DT')"", ""('am', 'VBP')"", ""('my', 'PRP$')"", ""('water', 'NN')"", ""('bottles', 'NNS')"", ""('.', '.')""]","[""('am', 'VBP')""]"
341,HIND4813291,These are my water bottles.,2,"[""('These', 'DT')"", ""('are', 'VBP')"", ""('my', 'PRP$')"", ""('water', 'NN')"", ""('bottles', 'NNS')"", ""('.', '.')""]",[]
342,HIND4813291,These has my water bottles.,2,"[""('These', 'DT')"", ""('has', 'VBZ')"", ""('my', 'PRP$')"", ""('water', 'NN')"", ""('bottles', 'NNS')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
343,HIND4813291,These is my water bottles.,2,"[""('These', 'DT')"", ""('is', 'VBZ')"", ""('my', 'PRP$')"", ""('water', 'NN')"", ""('bottles', 'NNS')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
344,HIND3455653,<default-male-name2>''s bag is heavy.,1,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('heavy', 'JJ')"", ""('.', '.')""]",[]
345,HIND3455653,<default-male-name2>''s bag am heavy.,1,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('am', 'VBP')"", ""('heavy', 'JJ')"", ""('.', '.')""]","[""('am', 'VBP')""]"
346,HIND3455653,<default-male-name2>''s bag are heavy.,1,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('are', 'VBP')"", ""('heavy', 'JJ')"", ""('.', '.')""]","[""('are', 'VBP')""]"
347,HIND3455653,,1,[],[]
348,HIND3595249,Their brothers are smart.,1,"[""('Their', 'PRP$')"", ""('brothers', 'NNS')"", ""('are', 'VBP')"", ""('smart', 'JJ')"", ""('.', '.')""]",[]
349,HIND3595249,They brothers are smart.,1,"[""('They', 'PRP')"", ""('brothers', 'NNS')"", ""('are', 'VBP')"", ""('smart', 'JJ')"", ""('.', '.')""]","[""('They', 'PRP')""]"
350,HIND3595249,Them brothers are smart.,1,"[""('Them', 'NNP')"", ""('brothers', 'NNS')"", ""('are', 'VBP')"", ""('smart', 'JJ')"", ""('.', '.')""]","[""('Them', 'NNP')""]"
351,HIND3595249,There brothers are smart.,1,"[""('There', 'EX')"", ""('brothers', 'NNS')"", ""('are', 'VBP')"", ""('smart', 'JJ')"", ""('.', '.')""]","[""('There', 'EX')""]"
352,HIND2911529,I am from China. I am Chinese.,1,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('from', 'IN')"", ""('China', 'NNP')"", ""('.', '.')"", ""('I', 'PRP')"", ""('am', 'VBP')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
353,HIND2911529,I am China. I am Chinese.,1,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('China', 'NNP')"", ""('.', '.')"", ""('I', 'PRP')"", ""('am', 'VBP')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
354,HIND2911529,I from China. I am Chinese.,1,"[""('I', 'PRP')"", ""('from', 'IN')"", ""('China', 'NNP')"", ""('.', '.')"", ""('I', 'PRP')"", ""('am', 'VBP')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
355,HIND2911529,I belong China. I am Chinese.,1,"[""('I', 'PRP')"", ""('belong', 'VBP')"", ""('China', 'NNP')"", ""('.', '.')"", ""('I', 'PRP')"", ""('am', 'VBP')"", ""('Chinese', 'JJ')"", ""('.', '.')""]","[""('belong', 'VBP')""]"
356,HIND3801003,I have 2 reds bags.,3,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('2', 'CD')"", ""('reds', 'NNS')"", ""('bags', 'NNS')"", ""('.', '.')""]","[""('reds', 'NNS')""]"
357,HIND3801003,I have 2 a red bags.,3,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('2', 'CD')"", ""('a', 'DT')"", ""('red', 'JJ')"", ""('bags', 'NN')"", ""('.', '.')""]","[""('bags', 'NN')"", ""('a', 'DT')""]"
358,HIND3801003,I have 2 red bags.,3,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('2', 'CD')"", ""('red', 'JJ')"", ""('bags', 'NNS')"", ""('.', '.')""]",[]
359,HIND3801003,,3,[],[]
360,HIND4719038,How many flowers.,1,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('flowers', 'NNS')"", ""('.', '.')""]",[]
361,HIND4719038,How much flowers.,1,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('flowers', 'NNS')"", ""('.', '.')""]","[""('much', 'JJ')""]"
362,HIND4719038,,1,[],[]
363,HIND4719038,,1,[],[]
364,HIND4697665,How much is this ice cream here?,1,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('is', 'VBZ')"", ""('this', 'DT')"", ""('ice', 'NN')"", ""('cream', 'NN')"", ""('here', 'RB')"", ""('?', '.')""]",[]
365,HIND4697665,How much is that ice cream here?,1,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('is', 'VBZ')"", ""('that', 'IN')"", ""('ice', 'NN')"", ""('cream', 'NN')"", ""('here', 'RB')"", ""('?', '.')""]","[""('that', 'IN')""]"
366,HIND4697665,How much is these ice cream here?,1,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('is', 'VBZ')"", ""('these', 'DT')"", ""('ice', 'JJ')"", ""('cream', 'NN')"", ""('here', 'RB')"", ""('?', '.')""]","[""('ice', 'JJ')"", ""('these', 'DT')""]"
367,HIND4697665,,1,[],[]
368,HIND3939522,Does Mr. <default-male-surname> has a car?,2,"[""('Does', 'VBZ')"", ""('Mr.', 'NNP')"", ""('Khan', 'NNP')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('car', 'NN')"", ""('?', '.')""]","[""('has', 'VBZ')""]"
369,HIND3939522,Does Mr. <default-male-surname> have a car?,2,"[""('Does', 'VBZ')"", ""('Mr.', 'NNP')"", ""('Khan', 'NNP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('car', 'NN')"", ""('?', '.')""]",[]
370,HIND3939522,Does Mr. <default-male-surname> is has a car?,2,"[""('Does', 'VBZ')"", ""('Mr.', 'NNP')"", ""('Khan', 'NNP')"", ""('is', 'VBZ')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('car', 'NN')"", ""('?', '.')""]","[""('has', 'VBZ')"", ""('is', 'VBZ')""]"
371,HIND3939522,,2,[],[]
372,HIND4302343,He works at a school.,1,"[""('He', 'PRP')"", ""('works', 'VBZ')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]",[]
373,HIND4302343,He work at a school.,1,"[""('He', 'PRP')"", ""('work', 'NN')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]","[""('work', 'NN')""]"
374,HIND4302343,He is work at a school.,1,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('work', 'NN')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]","[""('is', 'VBZ')"", ""('work', 'NN')""]"
375,HIND4302343,,1,[],[]
376,HIND3972054,<default-female-name> doesn''t has two daughters.,2,"[""('Sarah', 'NN')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('has', 'VBZ')"", ""('two', 'CD')"", ""('daughters', 'NNS')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
377,HIND3972054,<default-female-name> doesn''t have two daughters.,2,"[""('Sarah', 'NN')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('two', 'CD')"", ""('daughters', 'NNS')"", ""('.', '.')""]",[]
378,HIND3972054,<default-female-name> don''t has two daughters.,2,"[""('Sarah', 'NNP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('has', 'VBZ')"", ""('two', 'CD')"", ""('daughters', 'NNS')"", ""('.', '.')""]","[""('Sarah', 'NNP')"", ""('has', 'VBZ')"", ""('do', 'VBP')""]"
